Name,Address,City.State,ZIP,Number.of.Sites,Url,House.district,Senate.district
Fairfield Manor,"1016 Parkside Boulevard,","Bay City, MI",48706,137,https://www.mhvillage.com/parks/430,96,35
Brentwood Estates,"3278 Brentwood Drive,","Bay City, MI",48706,150,https://www.mhvillage.com/parks/15352,96,35
Wenona Beach Estates,"4444 National Avenue,","Bay City, MI",48706,184,https://www.mhvillage.com/parks/15449,96,35
Willow Tree Village,"3840 Riata Dr,","Bay City, MI",48706,78,https://www.mhvillage.com/parks/16027,96,35
Bay City MHP,"2836 East Biscayne Drive,","Bay City, MI",48706,61,https://www.mhvillage.com/parks/15447,96,35
Oakbrook Mobile Home Park,"406 State Park Drive,","Bay City, MI",48706,71,https://www.mhvillage.com/parks/15735,96,35
Shady Rest Mobile Home Park,"3612 East Shod Street,","Bay City, MI",48706,129,https://www.mhvillage.com/parks/15355,96,35
Riverview Estates,"765 River Road,","Bay City, MI",48708,197,https://www.mhvillage.com/parks/15354,96,35
Valley Mobile Home Park,"3477 South Huron Road,","Bay City, MI",48708,23,https://www.mhvillage.com/parks/32085,99,36
Mulberry Place,"2627 Broadway,","Bay City, MI",48708,NA,https://www.mhvillage.com/parks/15453,96,35
Peachtree Manor,"7575 Dixie Highway,","Bridgeport, MI",48722,86,https://www.mhvillage.com/parks/15458,97,26
Evergreen Estates,"2115 East Evergreen Dr.,","Caro, MI",48723,92,https://www.mhvillage.com/parks/15639,97,25
Pine Crest Mobile Home Estates,"1771 Sunset Dr.,","Caro, MI",48723,89,https://www.mhvillage.com/parks/15641,97,25
Riverview Park,"985 Norma Drive,","Caro, MI",48723,99,https://www.mhvillage.com/parks/15640,97,25
Sugar Tree Estates,"1303 Sugar Tree Court,","Caro, MI",48723,207,https://www.mhvillage.com/parks/31096,97,25
Depot Mobile Home Park,"Rails End Boulevard,","Caro, MI",48723,14,https://www.mhvillage.com/parks/37801,97,25
Caro Mobile Estates,"165 - 3rd Street,","Caro, MI",48723,NA,https://www.mhvillage.com/parks/15638,97,25
Caseville County Park,"6400 Main Street,","Caseville, MI",48725,NA,https://www.mhvillage.com/parks/16001,98,25
Caseville Resort and Marina,"6450 Riverside Dr,","Caseville, MI",48725,NA,https://www.mhvillage.com/parks/106402,98,25
Farmers Mobile Park,"6351 Main Street,","Caseville, MI",48725,NA,https://www.mhvillage.com/parks/15808,98,25
Huntsville Mobile Home Park,"6451 Main Street,","Cass City, MI",48726,60,https://www.mhvillage.com/parks/15637,98,25
Walnut Trailer Park,"4118 South Seeger Street,","Cass City, MI",48726,NA,https://www.mhvillage.com/parks/15642,98,25
Clarkston Riverview Mobile Court,"4599 Pigeon Road,","Elkton, MI",48731,36,https://www.mhvillage.com/parks/566,98,25
Saginaw Bay Estates,"1760 Saginaw Bay Estates Dr,","Essexville, MI",48732,309,https://www.mhvillage.com/parks/364,96,35
Bay Village Mobile Home Estates,"1274 West Hampton Road,","Essexville, MI",48732,102,https://www.mhvillage.com/parks/33824,96,35
Villageside Mobile Home Park,"2378 North Thomas Road,","Fairgrove, MI",48733,16,https://www.mhvillage.com/parks/15945,97,26
Northern Pines,"6720 South Drive,","Hale, MI",48739,30,https://www.mhvillage.com/parks/15995,99,36
White Pine Ridge,"6721 South Drive,","Hale, MI",48739,NA,https://www.mhvillage.com/parks/15817,99,36
Pridnia's Mobile Home Park,"116 West Church,","Harrisville, MI",48740,NA,https://www.mhvillage.com/parks/15755,106,36
Wood Valley Mobile Home Park,"5651 Hasco Road,","Millington, MI",48746,141,https://www.mhvillage.com/parks/15890,97,26
Vassar Estates,"5656 Freewald,","Millington, MI",48746,10,https://www.mhvillage.com/parks/488,97,26
Ausable Mobile Home Village,"331 First Street,","Oscoda, MI",48750,15,https://www.mhvillage.com/parks/15815,99,36
Rose Lane Trailer Court,"4263 Bissionette,","Oscoda, MI",48750,35,https://www.mhvillage.com/parks/15818,99,36
Van Ettan Village,"4385 Van Ettan Dam Road,","Oscoda, MI",48750,32,https://www.mhvillage.com/parks/569,99,36
Oscoda Mobile Home Park,"6445 Seminole Street,","Oscoda, MI",48750,NA,https://www.mhvillage.com/parks/15819,99,36
Sand Point Corners,"7910 Port Austin Road,","Pigeon, MI",48755,NA,https://www.mhvillage.com/parks/15812,98,25
Pebble Creek,"1145 Bradford,","Reese, MI",48757,128,https://www.mhvillage.com/parks/15643,97,26
Creekside Manor MHP,"1655 S. Reese Rd.,","Reese, MI",48757,140,https://www.mhvillage.com/parks/467,97,26
Bayside Estates,"2420 Pinetree Drive,","Sebewaing, MI",48759,74,https://www.mhvillage.com/parks/561,98,25
Charlie's Place,"11860 Kilmanagh Road,","Sebewaing, MI",48759,NA,https://www.mhvillage.com/parks/15809,98,25
Tawas River Trailer Park,"560 East M-55,","Tawas City, MI",48763,65,https://www.mhvillage.com/parks/15816,99,36
Ber-Wa-Ga-Na Campground,"2601 W Sanilac,","Vassar, MI",48768,NA,https://www.mhvillage.com/parks/73127,98,26
Leo's Cabins Trailer Park,"533 Goodrich Street,","Vassar, MI",48768,NA,https://www.mhvillage.com/parks/490,97,26
Alma Mobile Home Park,"315 Linwood Avenue,","Alma, MI",48801,46,https://www.mhvillage.com/parks/15659,92,34
Scotsdale Estates,"3382 Alma Drive,","Alma, MI",48801,189,https://www.mhvillage.com/parks/519,92,34
Meadows Mobile Home Park,"411 South Grover Street,","Alma, MI",48801,93,https://www.mhvillage.com/parks/15660,92,34
Park Lake Mobile Home Court,"6335 Park Lake Road,","Bath, MI",48808,48,https://www.mhvillage.com/parks/15214,75,28
Wellington Estates,"1527 West State Street,","Belding, MI",48809,142,https://www.mhvillage.com/parks/15583,91,33
Pine View Trailer Park,"6385 Whites Bride Road,","Belding, MI",48809,20,https://www.mhvillage.com/parks/15683,91,33
Willow Lawn Resort,"12224 Mac Drive NE,","Belding, MI",48809,NA,https://www.mhvillage.com/parks/16050,90,33
Brookside Mobile Home Sites,"7875 Garlock Road,","Carson City, MI",48811,14,https://www.mhvillage.com/parks/15657,93,33
Butternut Creek,"801 Packard Highway,","Charlotte, MI",48813,30,https://www.mhvillage.com/parks/27918,76,21
Maple Knoll Mobile Home Community,"1716 E Lansing Road,","Charlotte, MI",48813,49,https://www.mhvillage.com/parks/15241,76,21
Hi-Way Mobile Haven,"2600 Lansing Road,","Charlotte, MI",48813,67,https://www.mhvillage.com/parks/15219,76,21
Meadows Mobile Home Park,"1563 Lansing Road,","Charlotte, MI",48813,128,https://www.mhvillage.com/parks/15912,76,21
Lawrence Manor Mobile Home Park,"629 West Lawrence Avenue,","Charlotte, MI",48813,30,https://www.mhvillage.com/parks/280,76,21
Sandy Creek,"Tbd,","Crystal, MI",48818,NA,https://www.mhvillage.com/parks/15938,93,33
Crosswinds Mobile Home Park,"14073 South Us Highway 27,","Dewitt, MI",48820,90,https://www.mhvillage.com/parks/15212,77,28
Windsor Estates,"6661 Canal Road,","Dimondale, MI",48821,470,https://www.mhvillage.com/parks/16025,76,21
Capital Crossings,"13531 Declaration Court,","Eagle, MI",48822,275,https://www.mhvillage.com/parks/34271,77,28
Oak Island Village,"16430  Park Lake Road,","East Lansing, MI",48823,250,https://www.mhvillage.com/parks/15714,75,28
Dutch Hills,"16400 Upton Road,","East Lansing, MI",48823,278,https://www.mhvillage.com/parks/277,75,28
Falcon Pointe,"555 Quarterhorse Road,","East Lansing, MI",48823,244,https://www.mhvillage.com/parks/32341,75,28
Eaton Pine Village,"458 Eaton Pines Blvd,","Eaton Rapids, MI",48827,147,https://www.mhvillage.com/parks/15956,76,21
Hickory Haven Mobile Home Park,"420 Haven Street,","Eaton Rapids, MI",48827,27,https://www.mhvillage.com/parks/15218,76,21
Edmore Estates,"525 West Gilson Street,","Edmore, MI",48829,18,https://www.mhvillage.com/parks/492,91,33
Beechwood Trailer Park,"753 East Howard City Edmore Road,","Edmore, MI",48829,NA,https://www.mhvillage.com/parks/493,91,33
Timber Country MHP,"10401 West Monroe Road,","Elwell, MI",48832,32,https://www.mhvillage.com/parks/15662,92,34
Cedar River Estates,"400 Cedar River Drive,","Fowlerville, MI",48836,118,https://www.mhvillage.com/parks/15421,50,22
Alan's Park,"3575 Nicholson Road,","Fowlerville, MI",48836,200,https://www.mhvillage.com/parks/389,50,22
Grandshire Estates,"851 Willow Street,","Fowlerville, MI",48836,151,https://www.mhvillage.com/parks/15715,50,22
Grand Ledge Ravines,"855 West Jefferson Street,","Grand Ledge, MI",48837,218,https://www.mhvillage.com/parks/15217,77,21
Country Village,"7781 West Grand River Highway,","Grand Ledge, MI",48837,100,https://www.mhvillage.com/parks/15240,77,28
Grand Oaks Village,"817 North Clinton Street,","Grand Ledge, MI",48837,168,https://www.mhvillage.com/parks/15061,77,21
Creekview Mobile Home Park,"400 North Walnut,","Greenville, MI",48838,84,https://www.mhvillage.com/parks/15654,91,33
Lakeside Village,"12205 Hart Street,","Greenville, MI",48838,67,https://www.mhvillage.com/parks/281,91,33
Pond View Estates,"613 North Edgeview Street,","Greenville, MI",48838,90,https://www.mhvillage.com/parks/472,91,33
Greenbrier Estates,"11345 South Greenville Road,","Greenville, MI",48838,57,https://www.mhvillage.com/parks/15655,91,33
Pondview Manufactured Home Community,"621 North Walnut Street,","Greenville, MI",48838,93,https://www.mhvillage.com/parks/104897,91,33
Oakfield Mobile Home Park,"12176 14 Mile Road NE,","Greenville, MI",48838,NA,https://www.mhvillage.com/parks/15736,91,33
White's Point,"11675 Wabasis Lake Road,","Greenville, MI",48838,50,https://www.mhvillage.com/parks/33024,91,33
Delhi Manor,"4075 East Holt Road,","Holt, MI",48842,286,https://www.mhvillage.com/parks/15050,74,21
Valley Brook Mobile Home Estates,"1560 North Eifert Road,","Holt, MI",48842,51,https://www.mhvillage.com/parks/15228,73,21
Windmill Park,"1433 Eifert Road,","Holt, MI",48842,484,https://www.mhvillage.com/parks/15110,74,21
Burkhart Ridge,"1011 River Line Drive,","Howell, MI",48843,306,https://www.mhvillage.com/parks/15997,50,22
Howell Estates,"515 Mason Road,","Howell, MI",48843,455,https://www.mhvillage.com/parks/15420,50,22
Fairlane Estates MHP LLC,"2195 East Grand River,","Howell, MI",48843,63,https://www.mhvillage.com/parks/15418,50,22
Lake Chemung Outdoor Resort,"320 South Hughes Road,","Howell, MI",48843,335,https://www.mhvillage.com/parks/16058,48,22
Fairlawn Meadows,"1701 Fairlawn Road,","Howell, MI",48843,48,https://www.mhvillage.com/parks/384,50,22
Red Oaks Of Chemung,"102 East Grand River Avenue,","Howell, MI",48843,NA,https://www.mhvillage.com/parks/16032,50,22
Sherwood Forest,"1133 Yeomans Street,","Ionia, MI",48846,240,https://www.mhvillage.com/parks/15874,78,33
Canterbury Estates,"360 East Tuttle,","Ionia, MI",48846,290,https://www.mhvillage.com/parks/602,78,33
Evergreen Mobile Home Community,"2096 North State Road,","Ionia, MI",48846,110,https://www.mhvillage.com/parks/461,78,33
Hidden Valley Mobile Home Park,"3856 South Stage Road,","Ionia, MI",48846,50,https://www.mhvillage.com/parks/15689,78,33
Meadow Lane Estates,"401 South Saint Johns Street,","Ithaca, MI",48847,128,https://www.mhvillage.com/parks/15661,92,34
Quiet Cove,"12675 Colby Lake Road,","Laingsburg, MI",48848,43,https://www.mhvillage.com/parks/15408,75,28
Moon Lake Estates,"12700 South Colby Lake Road,","Laingsburg, MI",48848,92,https://www.mhvillage.com/parks/15325,75,28
Lakewood Estates,"1615 Tupperlake Street,","Lake Odessa, MI",48849,89,https://www.mhvillage.com/parks/15687,78,18
Slater's Mobile Home Village,"728 Jordan Lake Avenue,","Lake Odessa, MI",48849,NA,https://www.mhvillage.com/parks/530,78,18
Tamarack Meadows,"1601 Hiddenview Dr,","Lakeview, MI",48850,135,https://www.mhvillage.com/parks/32162,91,33
Sycamore Village,"900 West Columbia Road,","Mason, MI",48854,396,https://www.mhvillage.com/parks/233,73,21
Mason Manor,"2179 Hull Road,","Mason, MI",48854,269,https://www.mhvillage.com/parks/275,73,21
Mason Mobile LLC,"1470 Harper Road,","Mason, MI",48854,35,https://www.mhvillage.com/parks/15227,73,21
Waldon Woods Family Recreation Resort,"2975 North Old Us 23,","Howell, MI",48855,NA,https://www.mhvillage.com/parks/16055,50,22
Morrice Meadows,"335 E. Third St,","Morrice, MI",48857,102,https://www.mhvillage.com/parks/15983,71,28
The Crossings On Broadway,"5402 East Broadway Road,","Mount Pleasant, MI",48858,225,https://www.mhvillage.com/parks/16022,92,34
Broadway Acres,"5400 Kay Street,","Mount Pleasant, MI",48858,71,https://www.mhvillage.com/parks/15720,92,34
Maple View Estates East,"1955 S. Chippewa Road,","Mount Pleasant, MI",48858,136,https://www.mhvillage.com/parks/15635,92,34
Isabella Village,"5232 East Broadway Road,","Mount Pleasant, MI",48858,170,https://www.mhvillage.com/parks/15905,92,34
Summerhill Village,"5280 Mission Road,","Mount Pleasant, MI",48858,305,https://www.mhvillage.com/parks/15633,92,34
Oakview Mobile Estates,"1800 East Jordan Road,","Mount Pleasant, MI",48858,46,https://www.mhvillage.com/parks/15631,92,34
Country Place Park,"4151 East Jordan Road,","Mount Pleasant, MI",48858,66,https://www.mhvillage.com/parks/15634,92,34
Mount Pleasant Mobile Home Park,"505 South Bradley Rd.,","Mount Pleasant, MI",48858,120,https://www.mhvillage.com/parks/15588,92,34
Broomfield Valley Mobile Home Park,"6553 West Remus Road,","Mount Pleasant, MI",48858,85,https://www.mhvillage.com/parks/15587,92,34
Maple View Estates West,"10749 East Pickard,","Mount Pleasant, MI",48858,37,https://www.mhvillage.com/parks/15632,92,34
Winslow's Mobile Home Terrace,"734 West Grand River Avenue,","Okemos, MI",48864,72,https://www.mhvillage.com/parks/15230,75,28
Woodcreek Mobile Estates,"6600 North State Road,","Orleans, MI",48865,30,https://www.mhvillage.com/parks/15684,78,33
Long Lake Mobile Home Estates,"2701 West Long Lake Road,","Orleans, MI",48865,25,https://www.mhvillage.com/parks/504,91,33
Schmid Farm Estates,"5590 N State Road,","Orleans, MI",48865,14,https://www.mhvillage.com/parks/87313,91,33
Maple Leaf Community,"8701 East M-21,","Ovid, MI",48866,76,https://www.mhvillage.com/parks/32680,71,28
Maple Valley Subdivision,"Meridian Road - Po Box 135,","Ovid, MI",48866,35,https://www.mhvillage.com/parks/605,75,28
Candlewick Court,"1800 Candlewick Drive,","Owosso, MI",48867,211,https://www.mhvillage.com/parks/383,71,28
Northwoods Community,"2100 North Hintz Road,","Owosso, MI",48867,97,https://www.mhvillage.com/parks/15409,71,28
Woods & Fields West,"2627 West M 21,","Owosso, MI",48867,72,https://www.mhvillage.com/parks/39603,71,28
Woods and Fields East,"2450 Krouse Road,","Owosso, MI",48867,323,https://www.mhvillage.com/parks/379,71,28
Pleasant Valley Trailer Court,"1704 South M-52,","Owosso, MI",48867,NA,https://www.mhvillage.com/parks/15867,71,28
Countryside Village,"4600 West Britton Road,","Perry, MI",48872,359,https://www.mhvillage.com/parks/381,71,28
Pine Haven Estates LLC,"10400 Pewamo Road,","Pewamo, MI",48873,50,https://www.mhvillage.com/parks/15904,93,33
Cedar Hill Trailer Park,"11211 East Nickleplate Road,","Pewamo, MI",48873,13,https://www.mhvillage.com/parks/15691,93,33
Sunset Ridge,"7204 East Grand River Avenue,","Portland, MI",48875,190,https://www.mhvillage.com/parks/32569,78,33
Parkview Estates,"299 Bristie St,","Portland, MI",48875,75,https://www.mhvillage.com/parks/15682,78,33
West Wind Court,"5448 West Grand River Ave,","Portland, MI",48875,11,https://www.mhvillage.com/parks/15686,78,33
Sunset View Mobile Home Park,"926 Hill Street,","Portland, MI",48875,35,https://www.mhvillage.com/parks/15692,78,33
Independence Commons,"1776 Constitution Circle,","Potterville, MI",48876,340,https://www.mhvillage.com/parks/15911,76,21
Valley Springs Mobile Home Park,"4723 Hartel Road,","Potterville, MI",48876,81,https://www.mhvillage.com/parks/15220,76,21
Westwind Mobile Home Park,"3640 East Rosebush Road,","Rosebush, MI",48878,NA,https://www.mhvillage.com/parks/15636,92,34
The Meadows of St Johns,"2265 W Parks Rd - Lot #1,","Saint Johns, MI",48879,216,https://www.mhvillage.com/parks/15106,75,28
Saint Johns Estates,"609 North Morton Street,","Saint Johns, MI",48879,112,https://www.mhvillage.com/parks/15105,75,28
Evergreen Village,"21 Evergreen Drive,","Saint Louis, MI",48880,183,https://www.mhvillage.com/parks/15580,92,34
Nesen's Countryside Park,"600 Cheesman Road,","Saint Louis, MI",48880,77,https://www.mhvillage.com/parks/15948,92,34
Woodland Estates,"953 East Monroe Road,","Saint Louis, MI",48880,34,https://www.mhvillage.com/parks/15663,92,34
Glenview Mobile Home Park,"4090 Jackson Road,","Saranac, MI",48881,13,https://www.mhvillage.com/parks/15690,78,18
Grieves Trailer Park,"178 Washington Street,","Saranac, MI",48881,5,https://www.mhvillage.com/parks/15685,78,18
Carl Chase,"2020 Johnson Road,","Saranac, MI",48881,NA,https://www.mhvillage.com/parks/16000,78,33
Maple Leaf Village,"8649 South Loomis Road,","Shepherd, MI",48883,20,https://www.mhvillage.com/parks/33825,92,34
Sheridan Mobile Home Park,"453 East Condensery Road,","Sheridan, MI",48884,26,https://www.mhvillage.com/parks/15653,91,33
White Oak Acres,"Wood Road,","Sheridan, MI",48884,34,https://www.mhvillage.com/parks/16017,91,33
Pleasure Point RV Resort,"10020 N Musson Rd.,","Six Lakes, MI",48886,NA,https://www.mhvillage.com/parks/83639,91,33
Stanton Mobile Home Community,"101 Rachael,","Stanton, MI",48888,50,https://www.mhvillage.com/parks/15656,91,33
Stoney Lake Mobile Home Park,"2650 Stoney Lake Blvd.,","Stanton, MI",48888,14,https://www.mhvillage.com/parks/15652,91,33
Hamlin,"5325 Van Orden Road,","Webberville, MI",48892,209,https://www.mhvillage.com/parks/15107,73,22
"Webbervilla, LLC","400 West Grand River Avenue,","Webberville, MI",48892,174,https://www.mhvillage.com/parks/15232,73,22
Knolls Of Hamlin,"5247 Van Orden,","Webberville, MI",48892,23,https://www.mhvillage.com/parks/37739,73,22
Westphalia Mobile Home Court,"13606 Jason Rd,","Westphalia, MI",48894,8,https://www.mhvillage.com/parks/15216,77,28
Village Square,"875 West Grand River Avenue,","Williamston, MI",48895,100,https://www.mhvillage.com/parks/15229,73,28
Williamston Lakes,"2300 East Grand River,","Williamston, MI",48895,71,https://www.mhvillage.com/parks/15913,73,28
Willow Village Mobile Home Park,"2445 East Grand River,","Williamston, MI",48895,45,https://www.mhvillage.com/parks/15533,73,28
Rotunda Trailer Park,"16937 South Us Highway 27,","Lansing, MI",48906,NA,https://www.mhvillage.com/parks/15215,77,28
King Arthur's Court,"2201 East State Road,","Lansing, MI",48906,425,https://www.mhvillage.com/parks/15064,77,28
Cadgewith Farms,"2300 East State Road,","Lansing, MI",48906,228,https://www.mhvillage.com/parks/15721,77,28
Kristana Mobile Home Park,"1110 East Coleman Road,","Lansing, MI",48906,165,https://www.mhvillage.com/parks/15213,75,28
Valley Estates,"16751 Turner Road,","Lansing, MI",48906,148,https://www.mhvillage.com/parks/15101,77,28
Kensington Meadows,"4245 West Jolly Road,","Lansing, MI",48911,290,https://www.mhvillage.com/parks/15873,76,21
Mill Pond an FR Community,"1500 Old Mill Lane,","Lansing, MI",48911,356,https://www.mhvillage.com/parks/15076,74,21
Stonegate,"2700 Eaton Rapids,","Lansing, MI",48911,278,https://www.mhvillage.com/parks/15109,74,21
Riverview Estates,"3407 West Mount Hope Avenue,","Lansing, MI",48911,NA,https://www.mhvillage.com/parks/15091,74,21
Park Terrace MHC,"3435 West Saint Joseph Street,","Lansing, MI",48917,158,https://www.mhvillage.com/parks/15226,77,21
Century Park,"215 North Canal Road,","Lansing, MI",48917,230,https://www.mhvillage.com/parks/15222,76,21
Milwood Mobile Home Park,"2515 East Cork Street,","Kalamazoo, MI",49001,NA,https://www.mhvillage.com/parks/15493,41,19
Colonial Acres,"5374 E. Deadwood Drive,","Portage, MI",49002,612,https://www.mhvillage.com/parks/441,41,19
Oak Brook Estates,"7200 Lovers Lane,","Portage, MI",49002,134,https://www.mhvillage.com/parks/15902,40,19
Portage Terrace Mobile Home Park,"11247 Portage Road,","Portage, MI",49002,81,https://www.mhvillage.com/parks/15491,42,19
Weatherstone Village Community,"5210 Marsh Arbor Trail,","Kalamazoo, MI",49004,93,https://www.mhvillage.com/parks/15977,42,19
Hillcrest Acres,"3205 Douglas Ave.,","Kalamazoo, MI",49004,150,https://www.mhvillage.com/parks/15868,41,19
Country Acres,"2300 Barney Road,","Kalamazoo, MI",49004,319,https://www.mhvillage.com/parks/15350,42,19
Oakbrook Mobile Home Park,"4002 Douglas Avenue,","Kalamazoo, MI",49004,48,https://www.mhvillage.com/parks/15492,41,19
Americana Estates,"1802 Tray Lane,","Kalamazoo, MI",49006,161,https://www.mhvillage.com/parks/15497,41,19
Highland Hills Mobile Home Park,"2425 Douglas Avenue,","Kalamazoo, MI",49007,167,https://www.mhvillage.com/parks/15348,41,19
Twinleaf,"3614 Stadium Drive,","Kalamazoo, MI",49008,185,https://www.mhvillage.com/parks/15335,41,19
Franklin Valley Estates,"3412 Granada Lane,","Kalamazoo, MI",49008,NA,https://www.mhvillage.com/parks/34095,41,19
Wyngate Farms,"5560 Al Sabo Drive,","Kalamazoo, MI",49009,333,https://www.mhvillage.com/parks/15870,40,19
Saddlebrook Farms,"5053 S. Fourth,","Kalamazoo, MI",49009,147,https://www.mhvillage.com/parks/16006,40,19
Royal Estates,"8300 Ravine Road,","Kalamazoo, MI",49009,183,https://www.mhvillage.com/parks/15341,42,19
Huntington Run,"6255 Cranbrook Lane,","Kalamazoo, MI",49009,175,https://www.mhvillage.com/parks/15940,40,19
Woodland Estates,"4797 South 4th Street,","Kalamazoo, MI",49009,348,https://www.mhvillage.com/parks/345,40,19
Saddlebrook Village,"503 South Fourth,","Kalamazoo, MI",49009,142,https://www.mhvillage.com/parks/48601,40,19
Fountain Springs,"1410 South 9th Street,","Kalamazoo, MI",49009,327,https://www.mhvillage.com/parks/586,40,19
Evergreen Park,"182 East D Avenue,","Kalamazoo, MI",49009,76,https://www.mhvillage.com/parks/419,42,19
Stadium Drive West,"5101 Stadium Drive,","Kalamazoo, MI",49009,77,https://www.mhvillage.com/parks/15489,40,19
Colonial Manor,"5500 W. Kl Avenue,","Kalamazoo, MI",49009,195,https://www.mhvillage.com/parks/15541,40,19
Dumont Creek Estates,"1925 Laura Street,","Allegan, MI",49010,75,https://www.mhvillage.com/parks/15115,43,20
Village East Manufactured Housing Community,"1260 Lincoln Road,","Allegan, MI",49010,135,https://www.mhvillage.com/parks/246,43,20
Edgewater Mobile Home Estates,"3944 - 102nd Avenue,","Allegan, MI",49010,NA,https://www.mhvillage.com/parks/15116,39,20
Swan Lake Mobile Estates,"4319 Swan Lake Drive,","Allegan, MI",49010,47,https://www.mhvillage.com/parks/15133,39,20
Homecrest Villa,"1599 June Avenue,","Allegan, MI",49010,58,https://www.mhvillage.com/parks/15118,43,20
Birchwood Place Mobile Home Park,"3500 Q Drive South,","Athens, MI",49011,70,https://www.mhvillage.com/parks/15518,45,18
Hickory Hills Village,"10450 Six Mile Road,","Battle Creek, MI",49014,283,https://www.mhvillage.com/parks/15515,45,18
Evergreen Oak Forest,"20 Powell Street,","Battle Creek, MI",49014,103,https://www.mhvillage.com/parks/15516,45,18
Harper Commons MHC,"993 East Michigan Avenue,","Battle Creek, MI",49014,NA,https://www.mhvillage.com/parks/126502,45,18
Glenmoor Village,"3971 Capital Avenue SW #1,","Battle Creek, MI",49015,139,https://www.mhvillage.com/parks/32836,45,18
Baker Estates,"1030 East Columbia Avenue,","Battle Creek, MI",49015,121,https://www.mhvillage.com/parks/15310,45,18
Thunderbird Village,"1145 Harmonia,","Springfield, MI",49015,8,https://www.mhvillage.com/parks/15524,44,18
Bedford Hills,"110 Bejac Circle Drive,","Battle Creek, MI",49017,339,https://www.mhvillage.com/parks/15311,44,18
Creek Valley Mobile Home Park,"79 Creek Valley Circle,","Battle Creek, MI",49017,166,https://www.mhvillage.com/parks/434,44,18
Avonwood Mobile Home Park,"953 East Michigan Avenue,","Battle Creek, MI",49017,55,https://www.mhvillage.com/parks/15522,45,18
The Community of Rolling Hills,"300 Morgan Road,","Battle Creek, MI",49017,343,https://www.mhvillage.com/parks/15745,44,18
Valley Garden Trailer Park,"897 East Michigan,","Battle Creek, MI",49017,38,https://www.mhvillage.com/parks/15525,45,18
Belle Vista Mobile Home Park,"509 Belle Vista Drive,","Bellevue, MI",49021,206,https://www.mhvillage.com/parks/21576,43,21
Bellevue Mobile Home Park,"23951 15 Mile Road,","Bellevue, MI",49021,76,https://www.mhvillage.com/parks/15519,44,18
Riverwood,"501 South Jefferson St,","Bellevue, MI",49021,NA,https://www.mhvillage.com/parks/106664,43,21
North Shore Estates,"1565 M 63 North,","Benton Harbor, MI",49022,97,https://www.mhvillage.com/parks/15362,38,20
Ravines Mobile Home Park,"2088 East Empire Avenue,","Benton Harbor, MI",49022,225,https://www.mhvillage.com/parks/15364,38,20
Orchard View Mobile Home Park,"1200 East Empire Avenue,","Benton Harbor, MI",49022,131,https://www.mhvillage.com/parks/15317,38,20
Crystal Mobile Home Park,"650 South Crystal Avenue,","Benton Harbor, MI",49022,NA,https://www.mhvillage.com/parks/15472,38,20
Shady Acres Mobile Village,"465 South Fair Avenue,","Benton Harbor, MI",49022,NA,https://www.mhvillage.com/parks/15460,38,20
Mobile Manor Park,"104 First Street,","Bronson, MI",49028,29,https://www.mhvillage.com/parks/15570,35,17
Indian Cove Mobile Home Park,"2928 Matteson Lake,","Bronson, MI",49028,NA,https://www.mhvillage.com/parks/15575,35,17
Maple Grove Trailer Court,"59733 Decatur Road,","Cassopolis, MI",49031,75,https://www.mhvillage.com/parks/15678,36,17
River's Edge Mobile Home Community,"135 North Jane Street,","Centreville, MI",49032,76,https://www.mhvillage.com/parks/15697,36,17
Climax MHP,"14253 East On Avenue,","Climax, MI",49034,75,https://www.mhvillage.com/parks/15494,45,18
Tallgrass an FR Community,"260 East Garfield Avenue,","Coldwater, MI",49036,239,https://www.mhvillage.com/parks/15577,35,17
Cambridge Village,"748 Lott Road,","Coldwater, MI",49036,32,https://www.mhvillage.com/parks/15571,35,17
Grand Village Mobile Home Park,"598 Union City Road,","Coldwater, MI",49036,25,https://www.mhvillage.com/parks/15572,35,17
Love's Lazy Lagoon,"622 N Union City Rd,","Coldwater, MI",49036,61,https://www.mhvillage.com/parks/84109,35,17
Raymond's Landing,"259 Earl Helen Dr,","Coldwater, MI",49036,70,https://www.mhvillage.com/parks/84111,35,17
Somerset Mobile Home Park,"117 Burch Road,","Coldwater, MI",49036,56,https://www.mhvillage.com/parks/15569,35,17
Trail Tree Village,"175 North Michigan Avenue,","Coldwater, MI",49036,143,https://www.mhvillage.com/parks/15933,35,17
